file_name	content	meaningful
LEL175JU154.json	(xx) could i have your attention please? Dr Hammerman do we have any announcements about the exam online or anything like that? uhuh uhuh yeah so practice exam two is on the web and i will put the answers on um, i guess this Friday or Saturday. uh and you know that the, your next exam is Monday from six to eight and it will be in the same room as it was before which i think was fourteen hundred Chem or, wherever it was i'll i'll take a look and, know for sure. and i am trying to get a room for a review session which will be six to eight P-M Sunday evening. um that_ so essentially twenty-four hours before the exam. it will either be here or somewhere else in Chemistry i just don't have that room yet so, just try and keep Sunday evening open for review and Monday evening open for the exam. and try your hand at the practice exam. okay. um also remember that, yesterday's set of lectures are the last ones that are going to be on this second exam. so starting today everything is, else is on the last exam. i also just want to explain what this set-up over here is. i'm i'm not exactly sure how to explain it. i'm being recorded as part of a research project, it has nothing to do with what i'm saying it's because i'm a female and, a lecturer in the, in the sciences. in the sciences. and they collect spoken word. the spoken word. so, it has nothing to do with our class you don't have to worry about it they're not, trying to take your names and addresses or they're_ it's part of a research project it's science. so um, and actually this, this group um recorded a lot of my biochemistry students as they were giving (their) presentations this year so that's how (we) came to be part of this. um i think we, finished up everything yesterday that i wanted to talk about about Mendelian genetics. i did have a couple of questions at the end of class and, one person asked me about eye color genes and i can't remember exactly, who that was but i have some stuff for you, that i can give you later. okay but i didn't know the answer completely and this is what i've got for you. um and i think with that we're gonna go on and we're gonna start talking about, evolution and we're gonna start talking about it in a historical context we're gonna talk about, Darwin and how he came to the ideas that became known as the theory of, evolution by natural selection. and so, the first part of today's two lectures is kind of a historical story about how these ideas all came together. and once again, like when we were talking about Mendel you have to give these guys credit they didn't know any of the stuff that we now know about how genes work. and so all the things that they came up with were quite amazing, in terms of, the complexity and the thoroughness of their ideas. and so, appreciate them from the historical context if you can. um i just s- started out with some pictures here, to just remind you, of the incredible diversity of life, on this planet and, the diversity, of life that has since disappeared. all the things that have gone extinct. i just wanted to give you just a real, quick view and i'll go back to some of those pictures of all the different organisms and, and how, how can we make sense about all these incredibly different organisms? the ones that we've seen the ones that we can't see because they're too small, the ones that we haven't seen yet because we haven't traveled to Australia yet. things like that i i just want you to get, to think about that. because it is as the organizing concept of biology that evolution is so important. nothing in biology makes sense except in the light of evolution one famous evolutionary biologist said. because without this idea of how things change over time and how everything is descended, from, an original organism essentially, without that concept you can't possibly begin to figure out how all this diversity came about. so that's one of the big things about, why evolution is such an important concept and why, it's, it's taught wherever they let us teach it. um, it's also a wonderful illustration of the scientific method, um Darwin's Origin of the Species his book, represented the, one of the first consistent uses of, the standard scientific method. i talked yesterday about how Mendel was also using it as well and Darwin and Mendel were going on about the same time. and so, the question being asked after a pattern is seen, observations made data collected, experiments done, a revision of the original hypothesis, that whole, method of making the hypothesis and then looking, with experiments at what happens and then making new hypotheses all that, was something that Darwin rigidly used in order to come up with his ideas. and as an intellectual revolution, it was also incredibly important and, i do have to preface this by saying that, most of this history i'm gonna be talking to you about is Western histo- history. because it were it was Western ideas that influenced Darwin. um but, coming to the idea of common descent with modification which i'll get to in a minute, was a replacement of all sorts of other ideas that had been going on. and what it means is that we're all part an- of an immense evolutionary tree. we're all part of the same biological story and that was a brand new idea. and it also means that our world is not fixed it is changing all the time and therefore we fit into that world because we are changing all the time and all other organisms are changing. so, those three things about evolution is, is why it's just such a big deal and why you really need to understand it. i'm gonna really briefly touch on some evolutionary thinking before Darwin, um starting very early on. there was a fellow named Thales, and he said that, things had a cause and things had an effect. and that we should be able to explain natural phenomena, things going on in the natural world, um by natural causes. he said there was no need to bring up_ into the story, um sup- supernatural causes, that there were natural causes and natural effects. and, his ideas should have led to Darwin's ideas of, natural selection, but um he was overridden by a much more powerful and popular philosopher at the time, Plato. and Plato is one of these two guys, the other one's Aristotle and i can't remember which one is which. but, you can see them talking about heavy things. and Plato was a huge impediment to the idea, to the development of ideas about natural selection. he was the most influential philosopher of his time and his idea was that every individual thing has an essence, an whoa okay folks. i think i'm gonna, bring us back now. um, so i wanna talk now about micro-evolution, which is usually defined as the mechanism of evolution. um i first wanna make clear a couple of things. um first of all what is it exactly that evolves? i mean we've all talked about how our ideas are evolving or our, our um, our relationships evolve but as biological beings, we individuals, individual organisms do not evolve. in terms of the idea of biological evolution, populations of organisms, are the smallest units that evolve. and the definition of a population, for our use right now and we'll expand it a little when we talk about the ecology of populations but our definition for now of a population is members of a species which we're going to temporarily define a species as interbreeding individuals and their offspring. so members of a species that occupy the same geographic, area. so, a more simple way of putting it is that a population is the same species in the same place and at the same time. okay they have to be able to interbreed for us to talk about (a you know a) situation. so, organisms individual organisms do not evolve but populations do. and we need to think about the fact that while, natural selection works on phenotypes what we're really looking at in terms of the raw material of evolution are genes. um in a population where like let's say primates and one group disperses more than another would there be more genetic variation?    whatever you say Marcie. yeah   	1
LEL295JU035.json	let me ask a question. no yeah the font's too big. yeah but if the font's s- smaller then you can't read it easily. okay this'll do. (work) uh you got something (xx) that wasn't much of a guess. what if you write uh one hundred and seven A B C (xx) tell me what you want? one hundred and seven A B C. one hundred and seven A B C that's actually a good question. what's it gonna do? what if it was, one-oh-A-seven? i'm sorry? one-oh-A-seven? hang on on that one cuz it did something interesting. okay i told you it would do a hundred and seven and it did, hundred and seven is prime, and then it said input a positive integer where was it it was right here, and then suddenly it quit i didn't type anything. (xx) again. hundred and... make it exactly the same hundred and seven A B C. i will hit enter once, it'll tell you a hundred and seven is prime and quit. what did it do? well it saw tho- the digits one zero seven, then it saw something that wasn't a digit but took a hundred and seven as a number, everything was cool, then it went back to read more information. well that A B C doesn't disappear. that A B C was w- sitting there waiting to be read in. it started trying to read a number, immediately got A and it said, this isn't a number, can't read a number. and it stops. okay...? sorry yours was one-oh-A-seven one-oh-capital-A-seven. any predictions? can we go back to the C code (issue) (xx) sure  we need two of these that's what we need. here's the deal... scan-F what if you type a space, between one of those? hang on a second. um, so the point is that scan-F returns a value and this whole bit of text right here, scan-F double-quote percent-I comma ampersand num close-parens that whole thing evaluates to, zero cuz it didn't read anything. one is not equal to zero. that's a true statement so, i get out. something bad happened. i was just asked what if i do this one twenty-three space A B C. any predictions? put in another (xx) (xx) yeah  what? try a decimal. alright. one last test for those who wanna stay. 	1
STP560JG118.json	computer to work. um first we'd like to start with a little activity a little class participation, um, what i want you to do is to, build since our directions aren't on the computer, i'll read them to you. um take your pixie sticks and your marshmallows, to create the best structure possible. use your imagination and be creative. do not trade your supplies.  (you guys get) one more minute thirty seconds guys okay, okay... now, since none of you guys, um realized the fact that you could defy us and collaborate cuz collaborating is    i'm out of a job now you have thirty s- thirty seconds to see what you can do collaborating with your,  really quick okay okay.   nah time's up so. (it's sad) (we will defy you) okay what, what did you guys notice from doing this little activity? we didn't all have the same amount of   you didn't have the same amount of material you had lots of legs we had no time you had no time. some people had all Pixie Sticks and no marshmallows. some people didn't wanna share, their resources. um some people didn't (xx) what this was meant to represent, was, um, with the more resources that you have the stronger, your collaborations can be and the stronger your structures can be. um, pooling with others t- who share similar resources which you all had pixie sh- sticks and marshmallows can lead okay. you guys can eat your food now. so (xx.) we don't have power in the computer right so we don't have our audiovisual presentations for y'alls but, you'll just hafta, hafta go with it, um, so the, with the example of resources and structure, that you're supposed to be using what you have to build your life and that sometimes you know you don't have appropriate materials or you don't have a means of interacting with other people who can help you build that structure for yourself, so we started at a really, um national level about students in the United States cuz our topic is about, women in multiple roles ma- mostly students who are parents. and so in the United States, thirty-two percent of undergrads enrolled across the nation label themselves as independent with dependents, so that's not even counting graduate students that's undergrads alone. twenty-six percent of those students are considered low-income, and fifty-nine percent of those are undergr- are_ of the undergrads are single parents. wow okay. um surprisingly with all of these figures, um, there are r- there's really not a no- a network of support at the University of Michigan. um there are programs that target graduate students but really nothing exists with the exception of a lesbian moms network, um for undergraduates at all. so understanding the environment is pretty critical to um, do we have it now? just about okay. understanding the environment is very critical to our um, our needs assessment of the community, and as Izumi pointed out a few weeks ago, the University of Michigan is a very politicized environment so, we really have to, um, get a good ex- assessment of the major players and their roles of power and all those other things. one of the main people or organizations that we're working with is the Rackham, School. they actually house a lot of the different programs or there is information there available for parents, who are also students. um, it's an umbrella organization that acts as headquarters for many of the graduate programs on campus, and um some of the programs that are available are kids care at home, which provides service for, kids who are sick at home for, um, a fee. family housing, family care resources program. and our contact there is Jane Landow. Jane is the parent advocate for graduate students. and she essentially, serves as a voice for the needs of, students who are also parents. um she's been very very helpful and is very excited about, our findings and really wants to know um, wants to hear our feedback on what the University is doing. our other contact at Rackham is Damon Forthman, Damon is the president of the graduate student government, and just this weekend he sent out an email, trying to um gauge interest for, parents who are also students for like a social, network so people can feel like they belong to the community. the other organization we're working with at the University is the Center for Education, of Women. um, C-E-W provides funding and counseling and support to women students on campus. together C-E-W and Rackham have, recently formed a task force for student parents. their first meeting was actually last week, and this comes out of a study that was done over the last two years, um, on grad student parents and they explored funding accessibility curriculum etcetera. um the results of this study, were basically that parents really want more money they need more money and more resources, and also they feel very isolated from the community, um whether it's within their programs or just the University in general. the last organization we're working with is actually the Women's Center of America. the Women's Center is a new organization as of January two thousand, and they're very willing to implement new programs, which makes this really great for us, um, they're very very flexible about this they're adding new programs currently, and um, so this way we're not forcing any of our ideas upon them they're ready to receive them. and we also wanted to look at issues of community and organizational diversity within the women student parents on campus. and although this particular community shares a common experience of being both student and parent, a wide range of diversity issues come into play. uh for example student mothers at the University of Michigan come from all different racial ethnic religious cultural backgrounds, um as well as socioeconomic levels, and, uh also as well as that they are single parents or two parent if they have family in-state out-of-state what their just personal support systems are in their family. we initially looked at women in multiple roles that included, wife or mother, partner, uh students and employee and we narrowed it down to just, parent and student because it was too broad of a_ too many roles to look at for this time period. and um, the variance of roles in the community of student mothers demonstrates the need for both multicultural organizing as well as diversity among the facilitators of the program. uh the facilitators must consider, these roles that come into play whether this is just a student, and a parent, or whether this is a student an employee, a partner a parent, you need to look at those things. and also you need to be aware of your own status, um, as well i- as the facilitator are you a student parent? are you going to be somebody coming into this group, who has no idea what these kind of role constraints can be? and then, adapt yourself and your presentation to be, there as strictly a facilitator and not somebody to say, i'm in, you know the same boat as you tell me how you're feeling oh that's that's terrible that's too much. um, it's also important to examine the cultural and religious beliefs of the particular group of student mothers that you are working with. for example, um, African women maybe international students who come there, a lot of African cultures women carry their babies constantly even up to like two years old on their chests or back, and how you need to be aware of that and say well maybe you wouldn't be so constrained in your roles if you put your baby down for a little while and did your housework and and then you need to understand that that's how these women do everything, and not, try to say that that's a bad thing for their children to be you know visibly attached to them, twenty-four hours a day. and also, for religious and cultural backgrounds there may be outside, role constraints, coming from a particular religion or culture, inflicted on the woman for being a student, while they're a parent. so you need to look at those issues as well. and always be aware of your bias and privilege when working with (xx) you might wanna move a little bit so that people here can see the slides. um i'm gonna talk about methodology what we're planning to do and how we're planning to do it. um, we are_ actually last night we initiated our first contact to get to, um parents who are also students, and we did this via email, um emailing different, um departments and different schools within the University of Michigan. and as of like three hours ago, we'd already received nine, answers of people who wanted to participate so this is obviously, a real concern, for people in the University of Michigan. um within that email we, stated that we would have these_ ask them what days would be, most accommodating for them what nights what evenings what mornings. um within the next month or so, and also we told them that we would have child care and refreshments provided which formed an incentive, for them to come to the focus groups. um, when they get there, we are going to, have like a one page survey questionnaire, um about what kinds of services they know about currently that the University of Michigan is providing, have they ever accessed those services? um do they have any recommendations or suggestions about things that would be useful to them as a parent? um things like that. we're also going to target with the survey, um a mass meeting that's being held at Rackham next week, so that we would get a wider range of answers, for our questions. um, and our focus groups, um refreshments and child care provided um will hopefully be eight to ten participants, um from diverse educational and, socioesh- economical and, um racial backgrounds. that the University represents. um, we've already actually gotten, one man who responded so, we already_ i know we have a little bit of diversity in there. um, we'll have a facilitator from our group and, a recorder, um and then someone who will watch the kids, um, and the groups will be organized according to like what time they requested. um would be good for them so it's very, um participant-friendly, focus groups. um, and our analysis is gonna be a content analysis of the dialogue, um picking out what things are important what quotes, as well as a trend in (classes.) um, which we hope will be helpful. and these results we will give back to Rackham, um as well as the Center for Education of Women and the Women's Center, who are all really anxious to see what these women and parents, um want and need in this University... um the work being collaborative, um one thing that we've really learned already, in this is that's it's very hard to target one organization, because, um, of the very nature of our project the women's multiple roles, in that, as multiple roles they're not only mothers but they're students as well and their lives are touched by different organizations that can help and provide resources. so we're trying to, um coordinate those different organizations and, see how we can help them and how they can help, the parents, within the University. um, and each agency knows and supports us in that we're talking to other, agencies that share the concern about parents who are also students. so. do you guys have any questions about our project or what we're doing? mhm? is it for_ are you targeting everybody or um, graduate students or undergrads? i didn't hear what you said both both. everybody. okay we're still waiting for the okay, to send out a mass mailing to undergrads. oh okay yeah is there any aspect that you wanna t- uh get feedback from? (xx) from the people? um, i would think possibly like what_ if you guys have any suggestions about how to, um, best, um go about forming with the collaboration between, the different agencies and the parents as well, and us, cuz we're students as well so, do you guys have any suggestions? do you mean as far as just getting the meeting to org- like an organizational meeting (xx?) i'm not sure (what you're asking) that's a good i- well, that's a good idea getting people within e- each organization, to meet together yeah we don't have one set up but that would be good. (i don't know if you) could do a community forum type thing, where you could have representatives from each organization there and have all of them talk about their services what they have and then have the community, of of single, parents in this case, come up and give testimony on what they'd like to see and that way you've got representatives of_ appropriate representatives as well of all of your organizations that are (listed,) directly that sounds great does the University have data about which students have kids and which don't? no?   they they, in answer to our question about that they don't have enough funding, uhuh one of the problems that i've had is i i wanna focus on the diversity among the group and i can say that i know that student mothers are different ethnicities and religions and, whether they're partners or wives or whether they work but i can't back that up with any numbers cuz they're just not there. supposedly there's a proposal sitting on the provost's desk right now so that they can start, collecting this information, but it just hasn't gone through yet. it's, it's one more line item on the questionnaire you know it just seems it's sort of standard  it'd be interested_ it'd be interesting also to know like if the, majority of students that have_ especially undergrad, like are traditional students or more nontraditional and are older and have come back. like i wonder,   mhm age of the kids might also be important. i think at W-C-C (xx) you might have a lot of much younger children, whereas here at U-of-M i would suspect that you have an older female demographic that has gone back and might have kids at home, but, they're not you know one two toddlers etcetera. yeah that's actually been another thing that the University looked into um because there isn't a lot of support for part-time graduate students some programs don't even offer it, so you would assume that the part-time students would be the ones with the really young kids. cuz they couldn't be there full-time, so they were looking into that too how how to make things more accessible for those, type of people. just to go along with what Joanna suggested about community forum, um there are brochures that um i think Rackham puts out, and uh list listing different resources for student parents. but one i wonder how much, uh how well that's distributed. um so these student parents may not know about the resources, to begin with. um two so that the community forum could be part you know um resource fair you know where agencies or units or uh child care agencies around the area or public school officials whatever, come together and present what they do or where parents can walk around and get the brochures and stuff, and last half second half of that could be hearing from the parents themselves um okay this is great that there are these services but what about this and what about that? so i think there's the two issues that the University doesn't know the issues but also parents are so overwhelmed or so busy that they don't have time to get around and (xx) hopefully we'll we'll get to some of those questions by the survey. that we'll, that we'll send out to, we might (get answers) to some of those. hopefully. information's been a problem. like in both directions because a un- the University can't ask on like your application for admission, you know if you have kids or if you're married those are all, you know taboo questions so unless they have money to fund a follow-up project for th- those kind of questions then they're not gonna get asked and then, you know each of the centers that we've talked to have a web page or some information resources but they aren't linked to each other so there's no network, so they're not really having a good dialogue interacting and then like on the Rackham page, it has a list of services for students but a lot of them'll be headed under, like for the Family Housing so if you're not in Family Housing you can't access these services you you have to like pick and choose which services are available to you and, and it gets really complicated, to even figure out, you know what am i eligible for? so that information has been a really big problem in this whole_ which is why we wanna make sure our information is available to more than one, group we don't want them to_ everyone to get the jump on it or whatever and try to duplicate services but we want everyone to know what we discover s- to help alleviate some of this information, lag. well maybe if like, you get a lot of responses, hopefully to your email that um, and you can't include all those people in both of the focus groups for like logistical reasons or whatever maybe you can send all the people that responded to the the survey at least or something. did you get any reaction around the issue that you know you are M-S-W students for example there are some other M-S-W students who are parents and, sort of feel weird about going to you, to talk about issues. um, i've gotten a- the emails but i haven't responded yet to them cuz, i've been in class all day, um and i noticed one o- one of 'em was an M-S-W student and a couple of 'em were, from, doctoral students from biopsych and, so a couple_ a lot of 'em are probably gonna have more education, you can now eat your Pixie Sticks if you haven't started already thank you (people) next week we gonna have guest speaker Anne Walt, who gonna talk about the uh, her experience working with the women's organization in Rwanda after genocide. so that's gonna be very interesting, um especially for those of you who want to do international work or want to work with a non-profit organization, you know like trans-cultural organization. so that's that's one agenda, um... and i s- please bring back that stack of paper i gave to you today. and you can look through them and if some of them may (xx) programs for example there is defining community and there is a couple handouts that you can peel out if that's useful to your assignment you can do that part of as part of your paper (xx) so basically what we're gonna do is we're gonna, fill you in briefly about um some of our issues and some of our central strategies and tactics, how we're gonna focus more than on um, processing what occurred when we met with the program co- coordinator of Generations last evening and some issues that, arose from that conversation. however on the board there's a brief outline of what we're gonna do. we're just gonna, i'm gonna, introduce the program real quick, do the five issues, and then Theresa's gonna chat about the strengths, and limitations that we see of the strategic plan that we created for Generations, and then um, Jessica and Jason are gonna um, talk about, the um meeting that we had with the program coordinator last night. um, like you guys know Generations is a program that deals with, children who um, either have a parent or guardian um, in prison, or um have a parent or guardian or close relative that, is um at risk for um, i guess falling_ committing crimes. um, as you know we work closely with the program coordinator in terms of learning about the organization learning where they are now where they would like to go. and that helped us, in a sense develop, and come up with the issues that are currently affecting Generations and essentially create our strategic plan. we really wanted to focus on improving the quality of the programming for the children at Generations. so by um, doing that, we wanted to address, the children's needs and assets, um in- while we were trying to create a street plan all at the same time. so, we came up with five issues, um that we felt that, Generations could look at and hopefully address and then, improve upon. the first issue was that, Generations, we needed to know what are Generations' program goals, and how does Generations intend to achieve these goals. like you heard about last time um, they're really_ they have a mission and vision statement however they're, in the, process of revising it. so um, we suggested that they do that so that was an example of one of our um, strategies, for that issue and then the second issue, was how can Generations strengthen the relationships between the tutors and the mentors, and um, with Generations and the Generations staff and then the second element was that, how can the tutors and mentors improve their relationships with the children. so we suggested that Generations look into, creating and implementing an orientation and training specifically for the tutors, and that they hold dialogue sessions several times throughout the year so that tutors can come in and talk candidly with um, the program staff. our third issue... (xx) is, how can Generations improve the diversity among its tutors and mentors? and that was a big, thing at when we spoke last time, and it was great because we were able to take, a lot of your feedback and bring it back to the program coordinator we even suggested in that paper especially um project outreach, and also incorporating some of the retirement communities and trying to recruit, through the mentors from there to increase the diversity of the tutor mentor population so we suggested that as one of our um, tactics. the fourth issue which we spoke in detail about, during our last presentation was how can Generations determine the needs and assets of the children, throughout their involvement in the program. and um, as you can remember we, wanted_ we suggested that they were to develop, um an educational biopsychosocial assessment, and that they were to_ gonna administer that to the students, to the children. and then our final issue dealt with, evaluation, and, how can Generations evaluate the success of its program. and basically we suc- we suggested_ cuz right now currently they have_ they know by um, i guess s- subjective comments that come through they really don't have any objective measures currently to um see how the program, is functioning so we suggested that they, administer surveys and questionnaires on a regular basis to the tutors and the parents and the guardians and the children of the program. and that one's kinda tied into the first one of the whole mission because if you don't really have your mission your goals how can you even evaluate yourself? if you don't have, what you're trying to do, mhm so basically, our whole focus was to, in our strategic plan like we suggested these strategies and tactics and we, came up with these issues and we involved Joanie a lot in it. in addition when, we presented it to Joanie and said here, you know if you t- what you can take from this, take it run with it, but try to include the children try to include the tutors and mentors and then if you read our paper we tried to, suggest ways that, everybody could be equally involved in implementing the strategic plan. and in terms of when would the implemation implementation occur, most of the stuff would be slated for like fall two thousand (like) they're running through they, they run the academic year so in a sense, you know they're already started this year we have a lot of great ideas, and a lot of the planning and the prework can begin now however, m- the most of the implementation will occur in the fall so i'm just gonna briefly talk about the agency's strengths and weaknesses that we've found. um first and foremost i think that Generations had, really good community spor- support, and in talking with Joanie um, last night and going over some things with her, she shared with us that the Junior League, um the the local one in Ann Arbor, donated twenty-five thousand dollars to their agency. so that is just one example of, the positive community support that they have at this agency. um, the other strength is, their relationships with the universities around the surrounding area, not only U-of-M but Eastern, uh they do get their tutor mentors from them and they also do get their interns, so that's a positive relationship. we also thought that a strength of Generations was their leadership, um, and their openness and willingness to change. like we said Joanie has been involved in this process um, every time you know we turn in a paper, she's very willing she wants to see it right away, see what we've come up with, so sh- herself, she is very open, to new ideas she wants to implement something um, to increase the effectivene- effectiveness of the agency. and, that also goes with, the agency as a whole. they all really work together um, so, that was definitely one of their strengths. some, areas for growths or weaknesses that they had um, were the fact that we're outsiders, implementing you know, this plan, and, this was done relatively quickly we only had a semester to come up with this. some uh, side issues um, with that time frame, was the fact that, you know last night she kinda mentioned to us, cuz we had handed out surveys to the kids and, she was, kinda looking for a um, a statistical analysis of the surveys that we did. and we didn't do that we did you know look at the surveys and you know we get the comments from_ but we were not going to do a whole, statistical breakdown. and, that was just a part of, the short time period that we had. so. um... also, with the surveys um one of the limits that we had was the age thing. with the younger kids it was hard to use, questionnaires where, you know they, could write down kind of an open-ended question it would really stick to yes no questions. um, also, some other limitations, was that Generations only has two um, paid staff, and Joanie the program manager is only there, um part-time. so. and our last weakness um of the agency was the high turnover rate for tutors and mentors, and also with the interns. you know they're only there for a semester and then they leave. so, that's what we found um, for the strengths and weaknesses (of Generations.) as far as our plan goes. mhm right as far as you know anything, right um another thing that we suggested to her was, you know to find tutors and mentors or even, um some volunteers to come in occasionally from retirement centers, where there's you know a majority of, people that're, um looking to provide activities for themselves and also to help out other people. she was, initially not very receptive to this because, her impression and no- from what we understood is she had tried this before, and that the people that she had had from retirement centers, they were o- they were older which is which again retirement centers_ and they weren't very assertive, she didn't think that they could, control the type of kids, that she has in her program. um, we, you know i- tried to sort of, sway her in that, you know, retired people aren't necessarily little old ladies who are pushovers, but they can really be, good influences on these children's lives. um so hopefully she does that, she'll look into that but, you know again we don't know. also we suggested to her, that she look to local businesses, uh have her interns you know look to local businesses and, see if maybe they can find some, um volunteers some tutor mentors from uh you know the professional world. um, again she was, she thought this was a good idea but also that you know if they were gonna do it that, they would have come to her and i just kinda suggested to her that sometimes people just need a, you know personal invitation, and so hopefully she'll look at that. also another suggestion that, that we had is, my internship right now, um is at a summer camp and one of the programs i run is for uh E-I children and E-M-I children and, so sh- i gave her the uh phone number and she's gonna call and look about maybe getting scholarships, for one or two of her kids, so that they have an opportunity and so that their parents or m- actually specifically for a child if she (has it in) foster care, as an opportunity to try something else. could you explain what E-I and  emotionally impaired and educably mentally impaired okay thanks. sorry sorry but so all of this came out of even just the presentation portion of it. so, that was kind of interesting. i don't know i d- think in a way we wish we woulda utilized, Professor Rottmal's, her whole schedule of how to have this thing, just, i guess in conclusion i think, we really appreciated working with her it was kind of a nice mutual relationship where she felt like she, gained something by having us working with her so w- we didn't feel like we were just bombarding her and just using her and just, like sucking everything from her, mhm mhm any questions? i just wanna say that it s- kinda seems like you guys, were able to come in and, like pinpoint something that needed to happen and kind of help them think like horizontally about it, you know? like it really kind of of like, shone some light into like, ways that the program could improve and things that needed possibly changing and, it seems really   and it kind of sounds to me like, you know the things that you proposed to her, that she was having similar problems concerns about it that, and what that says to me is you know maybe, the only thing that, can really be done at this point is like she needs to really take a look at her internal structure  yeah mhm   i think that's why she loved that um, project outreach idea even more though cuz you know mhm mhm um, Ebony and a- i Ebony and i actually worked for, an organization on campus that does like tutoring and mentoring can you speak up? sorry. Ebony and i worked for an organization on campus that does mentoring and tutoring for elementary school kids and high school kids and, um, i don't know if one of those I-P students is a coordinator for the tutors and mentors, is that, their responsibility or not  mhm that's true right      so, yeah  that was a really good idea though. yeah it's been_ i don't know if it's been the same at at Pioneer but, i don't know. yeah, (that's good)       rock on. okay, alright (xx) kay group, five. is the computer working?  Becky it is working? it is working. thanks. oh it's not break time yet is something wrong...? impossible. it was working do you wanna push this over here? what number are you guys? five go five, it's your birthday  if it's okay, we can get started, so then we can go, there's gonna be a break after our presentation, so, okay group group five. five    what? i thought you said it worked oh actually, let me do it. you want this? is it my turn? mkay. i'm gonna talk about um, why our action plan is needed. we identified three reasons why we definitely need to um address this issue. the first is the need to increase under-representeded, under-represented people, of color in the health profession. and currently, approximately only ten percent, of practicing health professionals are minorities. and that's a low number considering that um, in the mid-twenty-first century fifty fifty percent of the people in the United States (will) be minorities. so that's a low figure. um the second reason is the public private partnership momentum. sorry. um, alright so i'm gonna get into who, who was involved in the planning kinda like just (playing,) coming off of what Ebony was saying, is the whole p- um whole program staff is Linda, Kingman which is the program director, yeah. Joy Canton which is uh the program coordinator um, and we was us, all tryi- going to the meetings and observing what (there) was going on with the kids, the tutoring sessions and especially, Angie like she said that is her placement as well as the whole parents and par- and her parents representative. which, was partner representative which they have other partners they they partners like Ministers' Alliance of Washtenaw county very involved, and the N-double-A-C-P in Willow Run very involved with this program and U-of-M, is very involved so, they do have a lot of partnership representatives of, the university. the one thing that was kind of interesting to me was that Saint Joe's is not very involved but, that's something they have to look into, in that partnership so. well what we found in our assessment our program opportunities is that, we have um more visib- more visibility could strengthen, the partner, relationship and program attendance that's the opportunities they can_ that we can they can take, as well as graduate assistant staff can provide program staff the support necessary to strengthen the dormant relationship. the dormant relationship that we found was mostly the relationship they have with the parents, in the community because HOPE, is, mainly a pro- is a, is a partnership of, HOPE, and the children in, or the the high school is in, Ypsi. and one thing about it is that the kids come (with) their parents. and we want them to be involved in a sense because we want them to strengthen whatever they learn at HOPE at home. and they don't know what's happening then. that was one of the things that we feel like that's a opportunity they really need to strengthen is their involvement in their children's life. cuz that also will empower them as they go on, and as that anything else happens in school they will know exactly what's happening with their children and they won't be so dormant about it. and then the program threats is there's only two more years left in the pro- in the program grant. cuz this is a five year grant, i believe. mhm i'm gonna talk about the uh, health program action plan and basically, what Makeba was saying that we were trying to get more parent involvement into the programs and, a workshops facilitator guide, which will um, assist them in effectively, communicating program gro- program goals and the promotion of activities that encourage (HOPE) students and their retention. um some of the expected outcomes, mkay (xx) questions? any um, questions?   oh, okay (unless you guys aren't going) oh, the evaluation. okay, so what we were looking at in terms of the evaluation was in using the parent involvement plan to really start kind of i- really to be a framework to evaluating, how effective the um, the program is. if we're looking at trying to, essentially make the program sustainable, um looking at planning beyond just like, like Makeba talked about planning beyond, the next two years of the program grant, and using that time to really help substantiate the significance of this program in Ypsiliti, Ypsilanti school district, is we work with Ypsilanti High and two, um middle schools in Ypsilanti so, um you have a great opportunity for that population in grades six through twelve, to really start to be, a core group of um, really strong uh health-oriented students to go and matriculate into the health occupation so, the program evaluation, as designed right now would be, an assessment based on, how the kids attend the different components there's three different components and several activities under the three components. um looking at the youth attendance overall their MEAP scores which is the Michigan Educational Assessment Program it's the only standardized test that's given, to all students, in the state of Michigan that measures social studies math science and writing. so, using those scores to kind of have a more, um standardized, reliable and valid measure, to look at that, as well as their cumulative grade point scores, and their marking period scores over the academic year, and then doing a pre-test post-test um summative um, question type scale, that's like a a an a type of Likert scale, um to really start to evaluate their overall participation and, how they've, improved the academic achievement, how they've become more involved in the community or how they've been um, how they've responded to exposures to community involvement, and um, how they've gotten demonstrated interest in health careers. so we're looking at kind of like a_ the way (xx) are right now is like a fifteen month plan starting in April through next, or June two thousand and two. so, that's kind of a description of it, and it would be a non-equivalent comparative program component um group design. so, that's the way it's established right now. um, and that's the, the evaluation part. so, that's really pretty much, the gist of the presentation uh, Joe has a question then we'll go for more. um, when did you say the funding ends for this?         mhm why   mhm     there we go. i got it. ah, and my eyes are dry too this is crazy.  (xx) computer science  yeah this is a stupid petty comment or question um, about the evaluation process and looking at MEAP scores just out of curiosity you know i know there's been a lot of talk about, how the scores are biased because of um, you know how much money a school system has and that mhm mhm there's, MEAP scores for the students from, i'm trying to remember i think last year. last year in the f- i think from ninety-seven until, last year. mhm mhm mhm mhm  mhm  mhm mhm one last comment um, i was wondering why Wayne State, University is not there. and i hear_ uh my girlfriend is in uh medical school there and she says it's the most diverse medical school in the country oh is it?    mhm     mhm yeah,    yeah yeah, that's true. and maybe i don't know how they're doing, explaining their projects out that way or whatever, but  mhm okay, great um, well th- we're gonna take a break, but i was wondering who can take a class picture, while Jun Yeun is here? (who has extra hand?) no. i don't take pictures.  yes. okay,      is it okay? or sure. okay let's, do it 	1
